Name	Length	EffectiveLength	TPM	NumReads
FBtr0339716	615	444.381	0.064188	0.239
FBtr0085459	600	429.385	69.816824	250.761
FBtr0070973	1218	1047.017	0.228361	2.000
FBtr0089252	2767	2596.017	1.084040	23.540
FBtr0334488	2840	2669.017	1.379818	30.805
FBtr0334489	2902	2731.017	1.014695	23.180
FBtr0100600	3804	3633.017	3.766934	114.475
FBtr0300305	309	138.557	0.000000	0.000
FBtr0077162	567	396.395	0.000000	0.000
FBtr0072277	713	542.335	48.495486	220.000
FBtr0344898	1082	911.017	0.000000	0.000
FBtr0086817	1175	1004.017	0.000000	0.000
FBtr0333271	5146	4975.017	0.369100	15.360
FBtr0072639	5149	4978.017	0.372084	15.494
FBtr0340000	824	653.285	0.622154	3.400
FBtr0087390	427	256.474	282.752301	606.600
FBtr0070472	3021	2850.017	2.201437	52.482
FBtr0331752	4499	4328.017	16.190578	586.145
FBtr0070475	3174	3003.017	6.086392	152.887
FBtr0070474	3218	3047.017	1.173395	29.907
FBtr0302185	2166	1995.017	0.398260	6.646
FBtr0070471	4805	4634.017	8.357565	323.960
FBtr0112828	2903	2732.017	5.693411	130.110
FBtr0301966	3182	3011.017	0.696099	17.532
FBtr0070468	3055	2884.017	9.326773	225.000
FBtr0070476	2745	2574.017	0.566599	12.199
FBtr0070470	3110	2939.017	1.282119	31.520
FBtr0331751	4750	4579.017	0.898580	34.418
FBtr0070469	4244	4073.017	9.150762	311.765
FBtr0070467	2929	2758.017	0.458191	10.571
FBtr0331753	5004	4833.017	0.534858	21.623
FBtr0070466	2847	2676.017	4.015006	89.873
FBtr0070473	3091	2920.017	1.449972	35.416
FBtr0076265	1575	1404.017	49.045107	575.999
FBtr0331935	1030	859.017	0.161448	1.160
FBtr0088237	816	645.290	92.602457	499.840
FBtr0081705	1363	1192.017	0.000000	0.000
FBtr0088524	1299	1128.017	69.100042	652.000
FBtr0074540	843	672.270	19.383364	109.000
FBtr0074494	1357	1186.017	0.302396	3.000
FBtr0085714	3349	3178.017	129.856742	3452.028
FBtr0085713	3440	3269.017	1016.252565	27788.972
FBtr0076256	334	163.546	2.923923	4.000
FBtr0339552	1718	1547.017	11.309146	146.345
FBtr0078950	1533	1362.017	23.229699	264.655
FBtr0070990	1321	1150.017	0.751914	7.233
FBtr0100409	805	634.298	0.725184	3.848
FBtr0343330	706	535.341	105.618482	472.960
FBtr0304902	1617	1446.017	0.041613	0.503
FBtr0304901	2286	2115.017	0.028073	0.497
FBtr0078872	1228	1057.017	0.113100	1.000
FBtr0077839	2112	1941.017	4.011803	65.136
FBtr0077837	2331	2160.017	6.298761	113.806
FBtr0077838	2235	2064.017	6.451678	111.388
FBtr0077836	2325	2154.017	15.688297	282.669
FBtr0075133	4018	3847.017	0.685722	22.066
FBtr0332862	2190	2019.017	4.318528	72.934
FBtr0087988	1754	1583.017	126.119975	1670.025
FBtr0087987	1948	1777.017	383.187088	5695.818
FBtr0074688	1633	1462.017	48.326063	591.000
FBtr0086864	3503	3332.017	11.086581	309.000
FBtr0083361	1283	1112.017	0.000000	0.000
FBtr0392904	4164	3993.017	4.667579	155.900
FBtr0084588	2385	2214.017	42.120343	780.057
FBtr0303161	2639	2468.017	39.398690	813.361
FBtr0079257	1918	1747.017	17.997201	263.000
FBtr0307341	906	735.243	0.052192	0.321
FBtr0084989	527	356.411	0.059526	0.177
FBtr0306309	750	579.318	0.808968	3.920
FBtr0344570	539	368.403	0.025913	0.080
FBtr0078090	1219	1048.017	30.799368	270.000
FBtr0087439	546	375.401	21.973518	69.000
FBtr0070960	2096	1925.017	0.112230	1.807
FBtr0302357	2296	2125.017	0.213120	3.788
FBtr0302356	2428	2257.017	0.180591	3.409
FBtr0340571	3830	3659.017	0.032669	1.000
FBtr0340572	3825	3654.017	0.032721	1.000
FBtr0080267	3305	3134.017	0.000000	0.000
FBtr0077141	787	616.303	0.100992	0.521
FBtr0306593	981	810.185	0.070734	0.479
FBtr0081719	1938	1767.017	63.528884	939.000
FBtr0071549	1655	1484.017	33.592594	417.000
FBtr0308832	1068	897.017	12.238855	91.832
FBtr0308833	2043	1872.017	25.773348	403.584
FBtr0074921	2263	2092.017	3.919229	68.583
FBtr0073011	1996	1825.017	0.000000	0.000
FBtr0112378	450	279.460	0.000000	0.000
FBtr0342602	1596	1425.017	0.216283	2.578
FBtr0080326	1217	1046.017	82.373352	720.741
FBtr0085405	675	504.349	183.703406	775.000
FBtr0339295	331	160.548	0.000000	0.000
FBtr0300316	205	35.301	0.000000	0.000
FBtr0300904	2130	1959.017	0.000000	0.000
FBtr0081633	2196	2025.017	0.000000	0.000
FBtr0300905	2052	1881.017	0.000000	0.000
FBtr0335279	1234	1063.017	0.081429	0.724
FBtr0335281	1199	1028.017	0.085556	0.736
FBtr0290216	733	562.325	0.000000	0.000
FBtr0335280	740	569.320	0.000000	0.000
FBtr0077120	1711	1540.017	16.470396	212.170
FBtr0081676	887	716.245	0.000000	0.000
FBtr0076639	2093	1922.017	0.168149	2.703
FBtr0079280	1148	977.017	0.000000	0.000
FBtr0304827	5797	5626.017	0.082315	3.874
FBtr0433494	6405	6234.017	0.105069	5.479
FBtr0333832	6581	6410.017	0.092324	4.950
FBtr0433497	5654	5483.017	0.094179	4.319
FBtr0333833	6118	5947.017	0.075212	3.741
FBtr0433496	5848	5677.017	0.064925	3.083
FBtr0304826	8410	8239.017	0.082024	5.653
FBtr0433495	8302	8131.017	0.083856	5.703
FBtr0433493	8251	8080.017	0.098611	6.665
FBtr0300808	2019	1848.017	0.000000	0.000
FBtr0300809	4061	3890.017	0.015366	0.500
FBtr0301700	4064	3893.017	0.015354	0.500
FBtr0072287	5108	4937.017	26.369969	1089.000
FBtr0343633	2816	2645.017	8.913618	197.213
FBtr0074281	2640	2469.017	55.400144	1144.165
FBtr0343632	2730	2559.017	1.308903	28.018
FBtr0074279	3898	3727.017	41.257397	1286.225
FBtr0074280	3895	3724.017	2.580157	80.373
FBtr0072238	1035	864.017	0.000000	0.000
FBtr0308073	1317	1146.017	0.829836	7.955
FBtr0082360	764	593.314	78.834490	391.250
FBtr0082361	1024	853.017	1.933358	13.795
FBtr0079938	1428	1257.017	2.853162	30.000
FBtr0077227	1279	1108.017	159.895683	1481.961
FBtr0091702	1278	1107.017	5.403808	50.039
FBtr0074882	2425	2254.017	13.202833	248.930
FBtr0332153	3588	3417.017	2.019440	57.721
FBtr0310476	2042	1871.017	5.819515	91.079
FBtr0100666	2416	2245.017	8.004468	150.316
FBtr0332726	2033	1862.017	3.977682	61.954
FBtr0080287	1089	918.017	15.769661	121.095
FBtr0309307	5887	5716.017	0.054002	2.582
FBtr0300898	5037	4866.017	0.010298	0.419
FBtr0080024	1050	879.017	6.824666	50.180
FBtr0077389	2263	2092.017	84.346586	1476.000
FBtr0290204	1958	1787.017	0.000000	0.000
FBtr0086689	848	677.264	31.922434	180.846
FBtr0306636	1574	1403.017	7.691409	90.266
FBtr0086687	1472	1301.017	21.238247	231.129
FBtr0086690	2195	2024.017	0.612248	10.366
FBtr0086686	1532	1361.017	0.904576	10.298
FBtr0340359	2225	2054.017	1.098620	18.876
FBtr0301148	981	810.185	72.961691	494.462
FBtr0086684	908	737.243	0.251272	1.550
FBtr0306637	2237	2066.017	1.022326	17.668
FBtr0301149	1514	1343.017	1.472365	16.541
FBtr0086600	1106	935.017	6.521505	51.006
FBtr0331978	1118	947.017	15.147754	119.994
FBtr0078769	621	450.376	4403.964377	16591.000
FBtr0070712	1878	1707.017	0.840407	12.000
FBtr0343263	1108	937.017	0.086112	0.675
FBtr0343264	928	757.242	0.124337	0.788
FBtr0072024	920	749.243	0.127170	0.797
FBtr0113111	979	808.187	0.109534	0.740
FBtr0333452	4664	4493.017	0.100831	3.790
FBtr0333450	3996	3825.017	0.075647	2.420
FBtr0333451	4043	3872.017	0.074208	2.403
FBtr0300831	4092	3921.017	0.072767	2.387
FBtr0076303	1640	1469.017	0.910465	11.188
FBtr0076302	1655	1484.017	1.894570	23.518
FBtr0076301	2049	1878.017	46.870345	736.294
FBtr0077098	1123	952.017	80.974291	644.830
FBtr0070552	1047	876.017	0.000000	0.000
FBtr0075818	1346	1175.017	28.793115	283.000
FBtr0088789	1908	1737.017	5.437126	79.000
FBtr0304960	503	332.433	0.000000	0.000
FBtr0075249	843	672.270	0.000000	0.000
FBtr0084104	1804	1633.017	206.445187	2820.000
FBtr0336911	2177	2006.017	12.512876	209.964
FBtr0088974	1597	1426.017	15.544490	185.419
FBtr0100360	4963	4792.017	0.523105	20.968
FBtr0110880	2920	2749.017	0.150477	3.460
FBtr0334105	2225	2054.017	0.285022	4.897
FBtr0301185	2946	2775.017	0.147258	3.418
FBtr0110881	4262	4091.017	1.848498	63.256
FBtr0336928	1138	967.017	0.392293	3.173
FBtr0072107	995	824.166	0.119931	0.827
FBtr0085786	2956	2785.017	10.228928	238.293
FBtr0085785	3082	2911.017	0.939628	22.880
FBtr0334549	2894	2723.017	1.031071	23.485
FBtr0334550	3020	2849.017	0.478865	11.412
FBtr0340191	4545	4374.017	9.176409	335.743
FBtr0073848	4477	4306.017	50.837689	1831.113
FBtr0078387	3371	3200.017	7.268126	194.549
FBtr0087487	2027	1856.017	15.458795	240.000
FBtr0083735	2688	2517.017	0.046842	0.986
FBtr0332539	2448	2277.017	0.053225	1.014
FBtr0077790	977	806.189	0.000000	0.000
FBtr0331440	941	770.239	0.000000	0.000
FBtr0331439	971	800.195	0.000000	0.000
FBtr0082634	1746	1575.017	15.104773	199.000
FBtr0079612	1320	1149.017	6.052687	58.174
FBtr0087980	1799	1628.017	0.000057	0.001
FBtr0087979	1558	1387.017	0.000000	0.000
FBtr0072044	1063	892.017	0.000000	0.000
FBtr0343206	1072	901.017	0.000000	0.000
FBtr0072043	1160	989.017	0.000000	0.000
FBtr0075225	1132	961.017	0.000000	0.000
FBtr0112489	446	275.461	11.349997	26.152
FBtr0339263	740	569.320	0.844297	4.021
FBtr0301018	2276	2105.017	1.192642	21.000
FBtr0302526	640	469.358	4.075321	16.000
FBtr0100009	3280	3109.017	5.344881	139.000
FBtr0089901	2338	2167.017	1.087678	19.716
FBtr0089902	1803	1632.017	0.528211	7.211
FBtr0300562	2617	2446.017	2.887105	59.071
FBtr0089900	2125	1954.017	0.418662	6.843
FBtr0089904	2355	2184.017	0.541119	9.886
FBtr0301521	2467	2296.017	0.813009	15.614
FBtr0089905	2568	2397.017	1.479225	29.659
FBtr0345390	5214	5043.017	0.717171	30.253
FBtr0331425	3556	3385.017	1.090750	30.884
FBtr0332155	4408	4237.017	1.449569	51.375
FBtr0075014	3541	3370.017	0.904155	25.488
FBtr0078874	603	432.385	0.276488	1.000
FBtr0083452	2975	2804.017	10.549447	247.437
FBtr0302317	2262	2091.017	21.071767	368.563
FBtr0333248	2543	2372.017	0.098397	1.952
FBtr0114524	2411	2240.017	0.109284	2.048
FBtr0273385	6171	6000.017	1.777373	89.204
FBtr0339307	6637	6466.017	1.217409	65.846
FBtr0273384	6439	6268.017	2.802764	146.950
FBtr0082117	3807	3636.017	4.018849	122.231
FBtr0082116	6303	6132.017	2.042599	104.771
FBtr0082118	4671	4500.017	2.814279	105.934
FBtr0085011	1569	1398.017	0.085513	1.000
FBtr0081174	4145	3974.017	0.269732	8.966
FBtr0081175	3934	3763.017	0.323506	10.183
FBtr0303241	4041	3870.017	0.666571	21.578
FBtr0081176	3893	3722.017	0.338127	10.527
FBtr0305129	2997	2826.017	6.477070	153.111
FBtr0339156	2994	2823.017	1.963255	46.360
FBtr0339157	2988	2817.017	2.017034	47.529
FBtr0071784	2049	1878.017	1.421576	22.332
FBtr0071785	1989	1818.017	61.330372	932.668
FBtr0089148	3050	2879.017	1.232318	29.677
FBtr0089147	2773	2602.017	3.219631	70.076
FBtr0089150	2762	2591.017	3.081019	66.776
FBtr0089146	2709	2538.017	3.640145	77.280
FBtr0308247	2614	2443.017	20.215028	413.099
FBtr0089149	2840	2669.017	1.168694	26.092
FBtr0302559	2531	2360.017	0.000000	0.000
FBtr0346506	2597	2426.017	0.000000	0.000
FBtr0302190	3048	2877.017	3.290352	79.184
FBtr0086145	3054	2883.017	5.756230	138.816
FBtr0306281	375	204.529	0.000000	0.000
FBtr0306280	392	221.513	0.000000	0.000
FBtr0306258	4812	4641.017	4.686765	181.945
FBtr0073119	3828	3657.017	40.504806	1239.045
FBtr0073120	4106	3935.017	38.837635	1278.360
FBtr0073118	4763	4592.017	42.830783	1645.179
FBtr0337055	3442	3271.017	12.016723	328.793
FBtr0333895	3491	3320.017	62.843866	1745.247
FBtr0337056	4046	3875.017	9.268687	300.431
FBtr0077442	1411	1240.017	4.820463	50.000
FBtr0076018	1266	1095.017	2.633302	24.120
FBtr0076017	963	792.211	7.225379	47.880
FBtr0339781	3357	3186.017	0.450936	12.018
FBtr0070778	3093	2922.017	0.810596	19.813
FBtr0344824	2804	2633.017	8.543637	188.170
FBtr0345292	830	659.279	12.945134	71.389
FBtr0070983	837	666.276	5.072801	28.272
FBtr0070982	1100	929.017	1.792341	13.928
FBtr0070981	941	770.239	103.302065	665.561
FBtr0070980	854	683.257	5745.093317	32834.850
FBtr0307300	2919	2748.017	11.678854	268.456
FBtr0113024	3030	2859.017	1.052715	25.176
FBtr0332600	2913	2742.017	0.408444	9.368
FBtr0083414	2815	2644.017	14.649317	323.993
FBtr0337043	3789	3618.017	1.189778	36.007
FBtr0077516	1338	1167.017	0.204880	2.000
FBtr0112524	1274	1103.017	1.738424	16.040
FBtr0089233	3691	3520.017	2.468562	72.685
FBtr0334626	3376	3205.017	2.136451	57.277
FBtr0310651	3526	3355.017	8.360473	234.628
FBtr0089229	3501	3330.017	11.323404	315.411
FBtr0082920	981	810.185	0.000000	0.000
FBtr0077386	1734	1563.017	19.580448	256.000
FBtr0071106	2301	2130.017	0.056126	1.000
FBtr0070937	2201	2030.017	94.443233	1603.704
FBtr0070938	2487	2316.017	60.615301	1174.296
FBtr0070397	1267	1096.017	0.218152	2.000
FBtr0074346	819	648.288	0.000000	0.000
FBtr0071471	1606	1435.017	0.041657	0.500
FBtr0330316	1609	1438.017	0.041565	0.500
FBtr0074918	1253	1082.017	16.610680	150.340
FBtr0072124	2163	1992.017	23.165444	386.000
FBtr0071683	1189	1018.017	63.766292	543.000
FBtr0077403	1061	890.017	0.102372	0.762
FBtr0113021	1089	918.017	0.097184	0.746
FBtr0077402	1231	1060.017	0.078187	0.693
FBtr0077401	1011	840.017	0.113614	0.798
FBtr0300280	1584	1413.017	0.000000	0.000
FBtr0346378	3461	3290.017	0.476122	13.103
FBtr0074809	2896	2725.017	20.348192	463.819
FBtr0335137	3353	3182.017	0.581915	15.489
FBtr0346141	373	202.530	0.001786	0.003
FBtr0085611	272	101.582	12.942000	10.997
FBtr0074029	585	414.389	0.000000	0.000
FBtr0075388	1505	1334.017	0.098777	1.102
FBtr0343534	2295	2124.017	0.050531	0.898
FBtr0086001	1762	1591.017	0.075140	1.000
FBtr0321315	1239	1068.017	0.000000	0.000
FBtr0333037	2846	2675.017	1.230555	27.535
FBtr0075724	2737	2566.017	2.745193	58.923
FBtr0075723	2084	1913.017	1.721172	27.542
FBtr0342770	3744	3573.017	9.314410	278.384
FBtr0070420	3766	3595.017	65.262709	1962.545
FBtr0342771	3838	3667.017	2.740810	84.071
FBtr0333323	2883	2712.017	0.704607	15.984
FBtr0333322	2930	2759.017	1.022735	23.603
FBtr0074137	2347	2176.017	3.788693	68.961
FBtr0074135	2386	2215.017	48.707186	902.451
FBtr0308136	1697	1526.017	0.036807	0.470
FBtr0080237	698	527.343	0.000000	0.000
FBtr0300638	3446	3275.017	0.000000	0.000
FBtr0073729	466	295.454	54.693982	135.171
FBtr0084836	743	572.320	23.812914	114.000
FBtr0082430	1248	1077.017	0.577251	5.200
FBtr0335211	1142	971.017	20.289697	164.800
FBtr0076857	1307	1136.017	0.947118	9.000
FBtr0300424	902	731.243	0.000000	0.000
FBtr0083860	1793	1622.017	1.372434	18.621
FBtr0302327	1744	1573.017	134.056220	1763.900
FBtr0083861	1877	1706.017	12.156527	173.479
FBtr0083086	1479	1308.017	17.172823	187.892
FBtr0334589	2552	2381.017	1.567615	31.222
FBtr0091874	595	424.386	1.315868	4.671
FBtr0073935	992	821.168	0.000000	0.000
FBtr0073300	818	647.289	0.000000	0.000
FBtr0073299	2460	2289.017	0.000000	0.000
FBtr0088841	1522	1351.017	1.819994	20.568
FBtr0088842	1468	1297.017	56.143720	609.117
FBtr0345599	2094	1923.017	0.159425	2.564
FBtr0070422	1749	1578.017	0.294715	3.890
FBtr0342772	681	510.347	0.013759	0.059
FBtr0070421	1547	1376.017	0.010246	0.118
FBtr0333023	2495	2324.017	0.065133	1.266
FBtr0075579	1678	1507.017	0.137542	1.734
FBtr0072248	2815	2644.017	0.064281	1.422
FBtr0345620	2931	2760.017	0.012549	0.290
FBtr0072247	2800	2629.017	0.013123	0.289
FBtr0072253	1306	1135.017	1.629037	15.466
FBtr0343432	1090	919.017	27.055711	207.987
FBtr0073127	1478	1307.017	0.227167	2.484
FBtr0073128	1471	1300.017	0.231408	2.516
FBtr0079458	1541	1370.017	0.003987	0.046
FBtr0079460	1595	1424.017	0.707755	8.430
FBtr0079462	1526	1355.017	0.004013	0.045
FBtr0079461	1505	1334.017	0.004050	0.045
FBtr0079459	1585	1414.017	0.712989	8.433
FBtr0081997	1156	985.017	51.204884	421.899
FBtr0081996	1257	1086.017	1.010604	9.181
FBtr0336761	1233	1062.017	7.420499	65.920
FBtr0336637	3026	2855.017	0.057766	1.380
FBtr0300693	1964	1793.017	0.000000	0.000
FBtr0336636	3290	3119.017	0.051260	1.337
FBtr0071797	3770	3599.017	0.042621	1.283
FBtr0336638	1523	1352.017	0.000000	0.000
FBtr0087382	5033	4862.017	20.406470	829.923
FBtr0339998	5235	5064.017	2.291742	97.077
FBtr0301478	2790	2619.017	24.015710	526.123
FBtr0089521	2653	2482.017	9.032209	187.522
FBtr0306351	2221	2050.017	2.036944	34.929
FBtr0306350	2503	2332.017	2.514491	49.050
FBtr0301477	4782	4611.017	0.917185	35.376
FBtr0300224	1562	1391.017	0.055300	0.643
FBtr0114515	1508	1337.017	0.058025	0.649
FBtr0087406	329	158.549	0.000000	0.000
FBtr0072888	2130	1959.017	0.000000	0.000
FBtr0085859	1170	999.017	0.478667	4.000
FBtr0334894	6412	6241.017	35.114887	1833.160
FBtr0084460	6624	6453.017	9.682246	522.628
FBtr0304567	3987	3816.017	6.334964	202.213
FBtr0070907	2510	2339.017	121.167724	2370.686
FBtr0070906	2636	2465.017	0.596969	12.309
FBtr0305911	1961	1790.017	6.586079	98.614
FBtr0289953	2161	1990.017	4.753499	79.127
FBtr0305910	2015	1844.017	3.452846	53.259
FBtr0088312	1656	1485.017	0.053153	0.660
FBtr0088313	2297	2126.017	0.134928	2.400
FBtr0088311	2351	2180.017	0.272922	4.977
FBtr0304592	2591	2420.017	0.195793	3.963
FBtr0088882	1935	1764.017	76.716719	1132.000
FBtr0079894	2382	2211.017	20.915261	386.820
FBtr0331635	2356	2185.017	6.970696	127.404
FBtr0345615	2623	2452.017	5.609643	115.057
FBtr0071338	3399	3228.017	183.322489	4950.000
FBtr0334508	4486	4315.017	0.015643	0.565
FBtr0085746	3506	3335.017	0.020380	0.569
FBtr0085085	1541	1370.017	38.153070	437.229
FBtr0085084	2075	1904.017	0.111190	1.771
FBtr0079304	905	734.243	0.162819	1.000
FBtr0079732	925	754.242	0.000000	0.000
FBtr0071108	3145	2974.017	9.172181	228.176
FBtr0340139	3231	3060.017	2.496643	63.905
FBtr0071107	3426	3255.017	33.691185	917.325
FBtr0340138	4238	4067.017	2.220212	75.531
FBtr0309839	4403	4232.017	1.387078	49.102
FBtr0309836	4378	4207.017	1.512415	53.223
FBtr0309837	3952	3781.017	3.584940	113.382
FBtr0073144	4107	3936.017	137.165665	4516.022
FBtr0309838	4006	3835.017	2.346426	75.271
FBtr0075152	2917	2746.017	25.555315	587.000
FBtr0300092	607	436.384	0.022865	0.083
FBtr0073892	1096	925.017	0.000000	0.000
FBtr0343143	1534	1363.017	0.087709	1.000
FBtr0332630	1663	1492.017	2.152805	26.868
FBtr0332631	1364	1193.017	47.113783	470.163
FBtr0332632	5997	5826.017	9.784930	476.851
FBtr0301268	1587	1416.017	0.337705	4.000
FBtr0085909	2020	1849.017	0.129311	2.000
FBtr0080763	2304	2133.017	18.495496	330.000
FBtr0086733	1297	1126.017	26.223966	247.000
FBtr0087262	852	681.260	149.511027	852.000
FBtr0303232	702	531.342	3.824911	17.000
FBtr0344155	6716	6545.017	6.068870	332.256
FBtr0070316	6065	5894.017	23.765945	1171.710
FBtr0344279	6745	6574.017	0.072740	4.000
FBtr0076133	3030	2859.017	0.125444	3.000
FBtr0082259	2901	2730.017	40.287362	920.000
FBtr0079708	1718	1547.017	35.734875	462.425
FBtr0330181	847	676.266	0.687336	3.888
FBtr0074894	650	479.352	112.755401	452.112
FBtr0082726	2913	2742.017	2.197071	50.393
FBtr0331429	2603	2432.017	2.122797	43.185
FBtr0331428	2948	2777.017	2.921892	67.873
FBtr0082727	2606	2435.017	2.622233	53.411
FBtr0301219	3098	2927.017	6.173031	151.139
FBtr0088166	1239	1068.017	0.111936	1.000
FBtr0310646	1830	1659.017	2.269703	31.497
FBtr0073730	1370	1199.017	174.834629	1753.503
FBtr0079724	633	462.362	3.280295	12.687
FBtr0346454	899	728.244	1.872281	11.405
FBtr0100541	611	440.383	6818.392368	25116.908
FBtr0343865	1567	1396.017	0.110499	1.290
FBtr0079324	1294	1123.017	0.181999	1.710
FBtr0079598	1156	985.017	49.058162	404.211
FBtr0081220	1093	922.017	0.580177	4.475
FBtr0300823	1159	988.017	0.902422	7.458
FBtr0081221	1054	883.017	31.655644	233.816
FBtr0310645	979	808.187	3.007304	20.330
FBtr0081219	1084	913.017	0.644383	4.921
FBtr0075314	465	294.454	78.764530	194.000
FBtr0070136	2103	1932.017	2.417914	39.076
FBtr0070137	2193	2022.017	2.304620	38.980
FBtr0070135	2124	1953.017	7.893037	128.945
FBtr0076688	2391	2220.017	25.712983	477.488
FBtr0346546	2609	2438.017	0.931235	18.991
FBtr0302935	3103	2932.017	11.347754	278.311
FBtr0082329	3115	2944.017	4.210557	103.689
FBtr0344017	5279	5108.017	0.642039	27.433
FBtr0091678	6366	6195.017	5.411943	280.446
FBtr0344016	5395	5224.017	0.555851	24.289
FBtr0342985	4422	4251.017	6.605247	234.874
FBtr0071815	4360	4189.017	16.534239	579.362
FBtr0071816	4190	4019.017	4.947644	166.331
FBtr0071813	4216	4045.017	250.892443	8489.099
FBtr0342986	4124	3953.017	30.639274	1013.120
FBtr0071814	4255	4084.017	6.853127	234.115
FBtr0083049	682	511.347	54.239899	232.000
FBtr0079593	751	580.318	0.720079	3.495
FBtr0332415	1011	840.017	5.555930	39.039
FBtr0345640	3934	3763.017	7.682895	241.833
FBtr0077562	3784	3613.017	48.943351	1479.167
FBtr0085387	5031	4860.017	5.195395	211.208
FBtr0085386	4880	4709.017	11.647484	458.792
FBtr0085614	355	184.538	9.398136	14.507
FBtr0303924	5093	4922.017	0.121663	5.009
FBtr0303923	5120	4949.017	0.120562	4.991
FBtr0300811	4420	4249.017	14.630570	520.000
FBtr0340626	2866	2695.017	0.029613	0.668
FBtr0340627	2995	2824.017	0.028149	0.665
FBtr0340628	2870	2699.017	0.029565	0.667
FBtr0087784	1976	1805.017	190.128780	2870.667
FBtr0332882	2246	2075.017	1.052436	18.267
FBtr0339391	1899	1728.017	11.351322	164.077
FBtr0084095	7188	7017.017	0.812665	47.700
FBtr0343807	7002	6831.017	0.477082	27.260
FBtr0343805	4551	4380.017	10.913987	399.865
FBtr0343806	4719	4548.017	8.337262	317.175
FBtr0086801	711	540.336	0.478063	2.161
FBtr0344145	6340	6169.017	0.038959	2.010
FBtr0100454	3868	3697.017	0.000000	0.000
FBtr0082255	6557	6386.017	0.000000	0.000
FBtr0082256	4226	4055.017	0.000000	0.000
FBtr0100455	2462	2291.017	0.051640	0.990
FBtr0088783	1907	1736.017	43.634276	633.629
FBtr0301333	1977	1806.017	0.000000	0.000
FBtr0332689	1974	1803.017	0.000000	0.000
FBtr0086107	5316	5145.017	42.521701	1830.000
FBtr0072159	694	523.343	0.456867	2.000
FBtr0076218	2574	2403.017	5.956255	119.725
FBtr0076219	2478	2307.017	37.065409	715.275
FBtr0113346	1241	1070.017	0.111726	1.000
FBtr0100083	570	399.393	0.000000	0.000
FBtr0079765	644	473.357	0.252556	1.000
FBtr0071734	1182	1011.017	0.000000	0.000
FBtr0071191	1056	885.017	9.818624	72.687
FBtr0345988	1286	1115.017	2.795173	26.070
FBtr0071902	1064	893.017	2.992376	22.353
