Name	Length	EffectiveLength	TPM	NumReads
FBtr0333271	5146	4964.297	0.643735	28.223
FBtr0072639	5149	4967.297	0.587601	25.777
FBtr0340000	824	642.567	1.158339	6.573
FBtr0087390	427	245.765	101.096029	219.427
FBtr0070472	3021	2839.297	2.842762	71.283
FBtr0331752	4499	4317.297	14.963509	570.532
FBtr0070475	3174	2992.297	7.303502	193.006
FBtr0070474	3218	3036.297	0.538116	14.430
FBtr0302185	2166	1984.297	1.752258	30.707
FBtr0070471	4805	4623.297	10.095614	412.210
FBtr0112828	2903	2721.297	4.755454	114.288
FBtr0301966	3182	3000.297	0.948901	25.143
FBtr0070468	3055	2873.297	9.318170	236.453
FBtr0070476	2745	2563.297	0.381926	8.646
FBtr0070470	3110	2928.297	1.440747	37.260
FBtr0331751	4750	4568.297	1.312216	52.941
FBtr0070469	4244	4062.297	12.932279	463.961
FBtr0070467	2929	2747.297	0.486398	11.801
FBtr0331753	5004	4822.297	1.105548	47.083
FBtr0070466	2847	2665.297	1.575875	37.094
FBtr0070473	3091	2909.297	1.640958	42.162
FBtr0076265	1575	1393.297	56.075221	690.000
FBtr0331935	1030	848.297	0.148391	1.112
FBtr0088237	816	634.571	101.867783	570.888
FBtr0081705	1363	1181.297	0.000000	0.000
FBtr0088524	1299	1117.297	86.142187	850.000
FBtr0074540	843	661.560	24.304397	142.000
FBtr0074494	1357	1175.297	0.385370	4.000
FBtr0085714	3349	3167.297	116.283779	3252.687
FBtr0085713	3440	3258.297	852.954442	24544.313
FBtr0076256	334	152.836	2.963470	4.000
FBtr0339552	1718	1536.297	10.159289	137.839
FBtr0078950	1533	1351.297	27.749404	331.161
FBtr0070990	1321	1139.297	1.300940	13.090
FBtr0100409	805	623.574	0.413818	2.279
FBtr0343330	706	524.617	108.704318	503.643
FBtr0304902	1617	1435.297	0.424912	5.386
FBtr0304901	2286	2104.297	0.248271	4.614
FBtr0078872	1228	1046.297	0.108221	1.000
FBtr0077839	2112	1930.297	9.068010	154.586
FBtr0077837	2331	2149.297	2.733303	51.882
FBtr0077838	2235	2053.297	3.398637	61.630
FBtr0077836	2325	2143.297	25.406199	480.902
FBtr0075133	4018	3836.297	0.405465	13.737
FBtr0332862	2190	2008.297	3.679621	65.263
FBtr0087988	1754	1572.297	172.506536	2395.381
FBtr0087987	1948	1766.297	474.614906	7403.541
FBtr0074688	1633	1451.297	52.585888	674.000
FBtr0086864	3503	3321.297	13.602878	399.000
FBtr0083361	1283	1101.297	0.000000	0.000
FBtr0392904	4164	3982.297	9.136450	321.326
FBtr0084588	2385	2203.297	99.159525	1929.487
FBtr0303161	2639	2457.297	12.046656	261.432
FBtr0079257	1918	1736.297	16.238314	249.000
FBtr0307341	906	724.504	0.000281	0.002
FBtr0084989	527	345.685	0.000192	0.001
FBtr0306309	750	568.595	0.782113	3.927
FBtr0344570	539	357.680	0.022977	0.073
FBtr0078090	1219	1037.297	33.948678	311.000
FBtr0087439	546	364.680	25.460563	82.000
FBtr0070960	2096	1914.297	0.128508	2.173
FBtr0302357	2296	2114.297	0.104992	1.960
FBtr0302356	2428	2246.297	0.094304	1.871
FBtr0340571	3830	3648.297	0.015518	0.500
FBtr0340572	3825	3643.297	0.015540	0.500
FBtr0080267	3305	3123.297	0.000000	0.000
FBtr0077141	787	605.581	0.000000	0.000
FBtr0306593	981	799.438	0.000000	0.000
FBtr0081719	1938	1756.297	80.202524	1244.000
FBtr0071549	1655	1473.297	34.815570	453.000
FBtr0308832	1068	886.297	11.298347	88.436
FBtr0308833	2043	1861.297	29.902765	491.543
FBtr0074921	2263	2081.297	2.721359	50.021
FBtr0073011	1996	1814.297	0.062410	1.000
FBtr0112378	450	268.741	0.000000	0.000
FBtr0342602	1596	1414.297	0.202099	2.524
FBtr0080326	1217	1035.297	92.907677	849.476
FBtr0085405	675	493.622	182.822330	797.000
FBtr0339295	331	149.838	0.000000	0.000
FBtr0300316	205	29.380	0.000000	0.000
FBtr0300904	2130	1948.297	0.000000	0.000
FBtr0081633	2196	2014.297	0.000000	0.000
FBtr0300905	2052	1870.297	0.000000	0.000
FBtr0335279	1234	1052.297	0.075495	0.702
FBtr0335281	1199	1017.297	0.079285	0.712
FBtr0290216	733	551.605	0.000000	0.000
FBtr0335280	740	558.599	0.000000	0.000
FBtr0077120	1711	1529.297	17.606825	237.797
FBtr0081676	887	705.509	0.000000	0.000
FBtr0076639	2093	1911.297	0.153233	2.587
FBtr0079280	1148	966.297	0.234361	2.000
FBtr0304827	5797	5615.297	0.069265	3.435
FBtr0433494	6405	6223.297	0.120286	6.611
FBtr0333832	6581	6399.297	0.113648	6.423
FBtr0433497	5654	5472.297	0.072161	3.487
FBtr0333833	6118	5936.297	0.063555	3.332
FBtr0433496	5848	5666.297	0.066481	3.327
FBtr0304826	8410	8228.297	0.066207	4.811
FBtr0433495	8302	8120.297	0.067590	4.847
FBtr0433493	8251	8069.297	0.069563	4.957
FBtr0300808	2019	1837.297	0.000000	0.000
FBtr0300809	4061	3879.297	0.000000	0.000
FBtr0301700	4064	3882.297	0.000000	0.000
FBtr0072287	5108	4926.297	28.662330	1247.000
FBtr0343633	2816	2634.297	5.824537	135.507
FBtr0074281	2640	2458.297	55.592018	1206.927
FBtr0343632	2730	2548.297	2.293831	51.623
FBtr0074279	3898	3716.297	39.804089	1306.389
FBtr0074280	3895	3713.297	2.395371	78.554
FBtr0072238	1035	853.297	0.000000	0.000
FBtr0308073	1317	1135.297	0.955638	9.582
FBtr0082360	764	582.593	82.808059	426.061
FBtr0082361	1024	842.297	0.182426	1.357
FBtr0079938	1428	1246.297	4.179284	46.000
FBtr0077227	1279	1097.297	177.901810	1724.007
FBtr0091702	1278	1096.297	8.035979	77.804
FBtr0074882	2425	2243.297	19.110654	378.614
FBtr0332153	3588	3406.297	2.307122	69.404
FBtr0310476	2042	1860.297	3.413404	56.080
FBtr0100666	2416	2234.297	9.028019	178.143
FBtr0332726	2033	1851.297	2.676460	43.759
FBtr0080287	1089	907.297	24.704665	197.953
FBtr0309307	5887	5705.297	0.051223	2.581
FBtr0300898	5037	4855.297	0.009773	0.419
FBtr0080024	1050	868.297	9.389226	72.000
FBtr0077389	2263	2081.297	101.626842	1868.000
FBtr0290204	1958	1776.297	0.000000	0.000
FBtr0086689	848	666.557	20.535819	120.888
FBtr0306636	1574	1392.297	13.594283	167.156
FBtr0086687	1472	1290.297	17.767292	202.463
FBtr0086690	2195	2013.297	0.727669	12.938
FBtr0086686	1532	1350.297	1.075312	12.823
FBtr0340359	2225	2043.297	2.552594	46.063
FBtr0301148	981	799.438	83.882086	592.227
FBtr0086684	908	726.504	0.494907	3.175
FBtr0306637	2237	2055.297	1.226741	22.267
FBtr0301149	1514	1332.297	2.039701	23.999
FBtr0086600	1106	924.297	0.843543	6.886
FBtr0331978	1118	936.297	24.079875	199.114
FBtr0078769	621	439.652	4168.916710	16187.000
FBtr0070712	1878	1696.297	0.667519	10.000
FBtr0343263	1108	926.297	0.000000	0.000
FBtr0343264	928	746.499	0.000000	0.000
FBtr0072024	920	738.502	0.000000	0.000
FBtr0113111	979	797.440	0.000000	0.000
FBtr0333452	4664	4482.297	0.133650	5.291
FBtr0333450	3996	3814.297	0.117329	3.952
FBtr0333451	4043	3861.297	0.114452	3.903
FBtr0300831	4092	3910.297	0.111605	3.854
FBtr0076303	1640	1458.297	0.890144	11.464
FBtr0076302	1655	1473.297	0.839472	10.923
FBtr0076301	2049	1867.297	80.141335	1321.613
FBtr0077098	1123	941.297	93.130834	774.203
FBtr0070552	1047	865.297	0.130858	1.000
FBtr0075818	1346	1164.297	32.774172	337.000
FBtr0088789	1908	1726.297	5.575310	85.000
FBtr0304960	503	321.702	0.000000	0.000
FBtr0075249	843	661.560	0.000000	0.000
FBtr0084104	1804	1622.297	237.169382	3398.000
FBtr0336911	2177	1995.297	7.154313	126.069
FBtr0088974	1597	1415.297	18.630827	232.870
FBtr0100360	4963	4781.297	0.779461	32.914
FBtr0110880	2920	2738.297	0.095805	2.317
FBtr0334105	2225	2043.297	0.088332	1.594
FBtr0301185	2946	2764.297	0.087788	2.143
FBtr0110881	4262	4080.297	1.887948	68.032
FBtr0336928	1138	956.297	0.207775	1.755
FBtr0072107	995	813.430	0.034137	0.245
FBtr0085786	2956	2774.297	18.643983	456.800
FBtr0085785	3082	2900.297	0.868795	22.253
FBtr0334549	2894	2712.297	1.785569	42.771
FBtr0334550	3020	2838.297	0.565533	14.176
FBtr0340191	4545	4363.297	6.020781	232.007
FBtr0073848	4477	4295.297	54.805653	2078.993
FBtr0078387	3371	3189.297	8.897867	250.620
FBtr0087487	2027	1845.297	14.788236	241.000
FBtr0083735	2688	2506.297	0.128508	2.844
FBtr0332539	2448	2266.297	0.162756	3.258
FBtr0077790	977	795.441	0.000000	0.000
FBtr0331440	941	759.492	0.000000	0.000
FBtr0331439	971	789.450	0.000000	0.000
FBtr0082634	1746	1564.297	19.616237	271.000
FBtr0079612	1320	1138.297	6.963187	70.000
FBtr0087980	1799	1617.297	0.000000	0.000
FBtr0087979	1558	1376.297	0.000000	0.000
FBtr0072044	1063	881.297	0.000000	0.000
FBtr0343206	1072	890.297	0.000000	0.000
FBtr0072043	1160	978.297	0.000000	0.000
FBtr0075225	1132	950.297	0.000000	0.000
FBtr0112489	446	264.745	12.635751	29.544
FBtr0339263	740	558.599	0.700637	3.456
FBtr0301018	2276	2094.297	1.405726	26.000
FBtr0302526	640	458.632	3.307901	13.398
FBtr0100009	3280	3098.297	6.541775	179.000
FBtr0089901	2338	2156.297	0.707046	13.465
FBtr0089902	1803	1621.297	0.259363	3.714
FBtr0300562	2617	2435.297	3.711299	79.820
FBtr0089900	2125	1943.297	0.379759	6.518
FBtr0089904	2355	2173.297	0.645602	12.391
FBtr0301521	2467	2285.297	1.203611	24.292
FBtr0089905	2568	2386.297	1.414066	29.801
FBtr0345390	5214	5032.297	0.469355	20.859
FBtr0331425	3556	3374.297	3.772577	112.423
FBtr0332155	4408	4226.297	4.461561	166.526
FBtr0075014	3541	3359.297	1.565114	46.433
FBtr0078874	603	421.668	0.000000	0.000
FBtr0083452	2975	2793.297	12.792061	315.567
FBtr0302317	2262	2080.297	17.495659	321.433
FBtr0333248	2543	2361.297	0.000000	0.000
FBtr0114524	2411	2229.297	0.000000	0.000
FBtr0273385	6171	5989.297	0.813589	43.034
FBtr0339307	6637	6455.297	1.083404	61.765
FBtr0273384	6439	6257.297	2.591340	143.201
FBtr0082117	3807	3625.297	2.537565	81.245
FBtr0082116	6303	6121.297	1.023799	55.347
FBtr0082118	4671	4489.297	2.482538	98.426
FBtr0085011	1569	1387.297	0.081620	1.000
FBtr0081174	4145	3963.297	0.391680	13.710
FBtr0081175	3934	3752.297	0.437802	14.508
FBtr0303241	4041	3859.297	0.848708	28.927
FBtr0081176	3893	3711.297	0.557424	18.270
FBtr0305129	2997	2815.297	8.148210	202.591
FBtr0339156	2994	2812.297	2.099125	52.136
FBtr0339157	2988	2806.297	1.100442	27.273
FBtr0071784	2049	1867.297	1.042088	17.185
FBtr0071785	1989	1807.297	52.741526	841.815
FBtr0089148	3050	2868.297	1.813100	45.928
FBtr0089147	2773	2591.297	1.636485	37.451
FBtr0089150	2762	2580.297	3.522201	80.264
FBtr0089146	2709	2527.297	5.739283	128.100
FBtr0308247	2614	2432.297	14.415703	309.661
FBtr0089149	2840	2658.297	1.132874	26.596
FBtr0302559	2531	2349.297	0.024105	0.500
FBtr0346506	2597	2415.297	0.023435	0.500
FBtr0302190	3048	2866.297	3.638756	92.110
FBtr0086145	3054	2872.297	5.751230	145.890
FBtr0306281	375	193.821	0.000000	0.000
FBtr0306280	392	210.807	0.000000	0.000
FBtr0306258	4812	4630.297	3.144674	128.593
FBtr0073119	3828	3646.297	61.707232	1987.113
FBtr0073120	4106	3924.297	88.295150	3060.082
FBtr0073118	4763	4581.297	71.118708	2877.443
FBtr0337055	3442	3260.297	15.162544	436.580
FBtr0333895	3491	3309.297	81.060436	2369.076
FBtr0337056	4046	3864.297	2.669780	91.113
FBtr0077442	1411	1229.297	5.710846	62.000
FBtr0076018	1266	1084.297	2.426168	23.233
FBtr0076017	963	781.460	12.137582	83.767
FBtr0339781	3357	3175.297	0.186422	5.228
FBtr0070778	3093	2911.297	0.242831	6.243
FBtr0344824	2804	2622.297	0.368274	8.529
FBtr0345292	830	648.566	15.956733	91.397
FBtr0070983	837	655.563	10.580683	61.258
FBtr0070982	1100	918.297	1.715517	13.913
FBtr0070981	941	759.492	80.629361	540.818
FBtr0070980	854	672.541	5183.665128	30788.615
FBtr0307300	2919	2737.297	11.960315	289.134
FBtr0113024	3030	2848.297	1.008080	25.358
FBtr0332600	2913	2731.297	0.518551	12.508
FBtr0083414	2815	2633.297	19.037829	442.743
FBtr0337043	3789	3607.297	0.698637	22.257
FBtr0077516	1338	1156.297	0.000000	0.000
FBtr0112524	1274	1092.297	1.824733	17.603
FBtr0089233	3691	3509.297	3.276868	101.558
FBtr0334626	3376	3194.297	1.362751	38.444
FBtr0310651	3526	3344.297	6.421916	189.672
FBtr0089229	3501	3319.297	12.496470	366.326
FBtr0082920	981	799.438	0.000000	0.000
FBtr0077386	1734	1552.297	22.128095	303.356
FBtr0071106	2301	2119.297	0.000000	0.000
FBtr0070937	2201	2019.297	131.710968	2348.857
FBtr0070938	2487	2305.297	57.229253	1165.143
FBtr0070397	1267	1085.297	0.938987	9.000
FBtr0074346	819	637.568	0.000000	0.000
FBtr0071471	1606	1424.297	0.039752	0.500
FBtr0330316	1609	1427.297	0.039664	0.500
FBtr0074918	1253	1071.297	20.375656	192.777
FBtr0072124	2163	1981.297	21.896071	383.134
FBtr0071683	1189	1007.297	78.575152	699.000
FBtr0077403	1061	879.297	0.029437	0.229
FBtr0113021	1089	907.297	0.025372	0.203
FBtr0077402	1231	1049.297	0.311990	2.891
FBtr0077401	1011	829.297	0.228967	1.677
FBtr0300280	1584	1402.297	0.161494	2.000
FBtr0346378	3461	3279.297	0.627864	18.184
FBtr0074809	2896	2714.297	34.022778	815.571
FBtr0335137	3353	3171.297	0.829993	23.246
FBtr0346141	373	191.821	0.001223	0.002
FBtr0085611	272	90.882	23.669817	18.998
FBtr0074029	585	403.671	0.000000	0.000
FBtr0075388	1505	1323.297	0.070679	0.826
FBtr0343534	2295	2113.297	0.116484	2.174
FBtr0086001	1762	1580.297	0.501562	7.000
FBtr0321315	1239	1057.297	0.000000	0.000
FBtr0333037	2846	2664.297	0.973864	22.915
FBtr0075724	2737	2555.297	1.831726	41.337
FBtr0075723	2084	1902.297	2.485010	41.748
FBtr0342770	3744	3562.297	11.600023	364.942
FBtr0070420	3766	3584.297	63.164162	1999.443
FBtr0342771	3838	3656.297	3.704334	119.615
FBtr0333323	2883	2701.297	0.869843	20.751
FBtr0333322	2930	2748.297	0.378083	9.177
FBtr0074137	2347	2165.297	4.441509	84.934
FBtr0074135	2386	2204.297	44.800266	872.138
FBtr0308136	1697	1515.297	0.000000	0.000
FBtr0080237	698	516.618	0.000000	0.000
FBtr0300638	3446	3264.297	0.054779	1.579
FBtr0073729	466	284.732	63.733137	160.264
FBtr0084836	743	561.597	23.589945	117.000
FBtr0082430	1248	1066.297	0.521782	4.914
FBtr0335211	1142	960.297	29.959972	254.086
FBtr0076857	1307	1125.297	0.704363	7.000
FBtr0300424	902	720.504	1.100087	7.000
FBtr0083860	1793	1611.297	4.627456	65.849
FBtr0302327	1744	1562.297	149.138300	2057.724
FBtr0083861	1877	1695.297	6.440435	96.426
FBtr0083086	1479	1297.297	21.153559	242.358
FBtr0334589	2552	2370.297	1.367926	28.635
FBtr0091874	595	413.670	2.148384	7.849
FBtr0073935	992	810.431	0.000000	0.000
FBtr0073300	818	636.569	0.000000	0.000
FBtr0073299	2460	2278.297	0.000000	0.000
FBtr0088841	1522	1340.297	1.352852	16.013
FBtr0088842	1468	1286.297	62.912113	714.677
FBtr0345599	2094	1912.297	0.056721	0.958
FBtr0070422	1749	1567.297	0.075285	1.042
FBtr0342772	681	499.622	0.000000	0.000
FBtr0070421	1547	1365.297	0.082935	1.000
FBtr0333023	2495	2313.297	0.168485	3.442
FBtr0075579	1678	1496.297	0.193565	2.558
FBtr0072248	2815	2633.297	0.037440	0.871
FBtr0345620	2931	2749.297	0.063666	1.546
FBtr0072247	2800	2618.297	0.068479	1.583
FBtr0072253	1306	1124.297	0.320389	3.181
FBtr0343432	1090	908.297	35.643811	285.921
FBtr0073127	1478	1296.297	0.259852	2.975
FBtr0073128	1471	1289.297	0.265680	3.025
FBtr0079458	1541	1359.297	0.002536	0.030
FBtr0079460	1595	1413.297	1.077755	13.452
FBtr0079462	1526	1344.297	0.089605	1.064
FBtr0079461	1505	1323.297	0.091055	1.064
FBtr0079459	1585	1403.297	0.919019	11.390
FBtr0081997	1156	974.297	36.005695	309.811
FBtr0081996	1257	1075.297	1.846498	17.535
FBtr0336761	1233	1051.297	8.686889	80.654
FBtr0336637	3026	2844.297	0.044482	1.117
FBtr0300693	1964	1782.297	0.024658	0.388
FBtr0336636	3290	3108.297	0.039805	1.093
FBtr0071797	3770	3588.297	0.075790	2.402
FBtr0336638	1523	1341.297	0.000000	0.000
FBtr0087382	5033	4851.297	33.984452	1456.037
FBtr0339998	5235	5053.297	2.280245	101.763
FBtr0301478	2790	2608.297	20.208004	465.495
FBtr0089521	2653	2471.297	8.781787	191.665
FBtr0306351	2221	2039.297	2.467802	44.445
FBtr0306350	2503	2321.297	2.114716	43.353
FBtr0301477	4782	4600.297	0.493322	20.042
FBtr0300224	1562	1380.297	0.016551	0.202
FBtr0114515	1508	1326.297	0.121250	1.420
FBtr0087406	329	147.839	0.000000	0.000
FBtr0072888	2130	1948.297	0.000000	0.000
FBtr0085859	1170	988.297	0.229144	2.000
FBtr0334894	6412	6230.297	46.179195	2540.911
FBtr0084460	6624	6442.297	4.878967	277.589
FBtr0304567	3987	3805.297	7.959760	267.499
FBtr0070907	2510	2328.297	121.069550	2489.475
FBtr0070906	2636	2454.297	0.900135	19.511
FBtr0305911	1961	1779.297	12.328546	193.729
FBtr0289953	2161	1979.297	6.315310	110.393
FBtr0305910	2015	1833.297	3.451250	55.878
FBtr0088312	1656	1474.297	0.255544	3.327
FBtr0088313	2297	2115.297	0.510127	9.530
FBtr0088311	2351	2169.297	0.437275	8.377
FBtr0304592	2591	2409.297	0.646948	13.766
FBtr0088882	1935	1753.297	88.283316	1367.000
FBtr0079894	2382	2200.297	22.199206	431.373
FBtr0331635	2356	2174.297	5.370840	103.132
FBtr0345615	2623	2441.297	4.876357	105.136
FBtr0071338	3399	3217.297	140.672310	3997.000
FBtr0334508	4486	4304.297	0.099199	3.771
FBtr0085746	3506	3324.297	0.041866	1.229
FBtr0085085	1541	1359.297	90.417063	1085.423
FBtr0085084	2075	1893.297	0.752165	12.577
FBtr0079304	905	723.504	0.000159	0.001
FBtr0079732	925	743.500	0.152295	1.000
FBtr0071108	3145	2963.297	9.671207	253.099
FBtr0340139	3231	3049.297	2.488171	67.006
FBtr0071107	3426	3244.297	36.685242	1051.106
FBtr0340138	4238	4056.297	1.585268	56.789
FBtr0309839	4403	4221.297	1.311747	48.902
FBtr0309836	4378	4196.297	1.430455	53.012
FBtr0309837	3952	3770.297	2.224298	74.063
FBtr0073144	4107	3925.297	150.910951	5231.517
FBtr0309838	4006	3824.297	2.205972	74.505
FBtr0075152	2917	2735.297	23.140511	559.000
FBtr0300092	607	425.666	0.029778	0.112
FBtr0073892	1096	914.297	0.000000	0.000
FBtr0343143	1534	1352.297	0.000000	0.000
FBtr0332630	1663	1481.297	0.512539	6.705
FBtr0332631	1364	1182.297	48.657915	508.059
FBtr0332632	5997	5815.297	10.331429	530.599
FBtr0301268	1587	1405.297	0.402872	5.000
FBtr0085909	2020	1838.297	0.369574	6.000
FBtr0080763	2304	2122.297	27.423481	514.000
FBtr0086733	1297	1115.297	33.706460	332.000
FBtr0087262	852	670.547	193.011176	1143.000
FBtr0303232	702	520.617	7.829779	36.000
FBtr0344155	6716	6534.297	10.457197	603.460
FBtr0070316	6065	5883.297	24.493554	1272.644
FBtr0344279	6745	6563.297	0.086261	5.000
FBtr0076133	3030	2848.297	0.397540	10.000
FBtr0082259	2901	2719.297	45.637257	1096.000
FBtr0079708	1718	1536.297	15.256706	207.000
FBtr0330181	847	665.558	0.087303	0.513
FBtr0074894	650	468.626	122.862447	508.487
FBtr0082726	2913	2731.297	3.451635	83.258
FBtr0331429	2603	2421.297	2.439799	52.172
FBtr0331428	2948	2766.297	4.761888	116.336
FBtr0082727	2606	2424.297	2.949839	63.157
FBtr0301219	3098	2916.297	4.390464	113.078
FBtr0088166	1239	1057.297	0.000000	0.000
FBtr0310646	1830	1648.297	1.912377	27.838
FBtr0073730	1370	1188.297	191.450049	2009.162
FBtr0079724	633	451.636	11.710893	46.710
FBtr0346454	899	717.504	3.466489	21.966
FBtr0100541	611	429.663	6947.649368	26363.324
FBtr0343865	1567	1385.297	0.075554	0.924
FBtr0079324	1294	1112.297	0.109501	1.076
FBtr0079598	1156	974.297	50.671145	436.000
FBtr0081220	1093	911.297	1.812912	14.591
FBtr0300823	1159	977.297	0.677252	5.845
FBtr0081221	1054	872.297	24.868728	191.581
FBtr0310645	979	797.440	8.600783	60.572
FBtr0081219	1084	902.297	0.553592	4.411
FBtr0075314	465	283.732	67.444060	169.000
FBtr0070136	2103	1921.297	5.883316	99.828
FBtr0070137	2193	2011.297	0.989304	17.573
FBtr0070135	2124	1942.297	13.968055	239.600
FBtr0076688	2391	2209.297	21.387517	417.300
FBtr0346546	2609	2427.297	0.872316	18.700
FBtr0302935	3103	2921.297	13.699640	353.443
FBtr0082329	3115	2933.297	6.197822	160.557
FBtr0344017	5279	5097.297	0.587461	26.446
FBtr0091678	6366	6184.297	8.162625	445.815
FBtr0344016	5395	5213.297	0.407695	18.771
FBtr0342985	4422	4240.297	4.520015	169.266
FBtr0071815	4360	4178.297	16.346444	603.194
FBtr0071816	4190	4008.297	4.547853	160.991
FBtr0071813	4216	4034.297	210.908041	7514.418
FBtr0342986	4124	3942.297	9.923862	345.513
FBtr0071814	4255	4073.297	4.825230	173.579
FBtr0083049	682	500.622	66.044801	292.000
FBtr0079593	751	569.595	0.652892	3.284
FBtr0332415	1011	829.297	5.399419	39.545
FBtr0345640	3934	3752.297	5.870345	194.534
FBtr0077562	3784	3602.297	53.325054	1696.466
FBtr0085387	5031	4849.297	7.626880	326.633
FBtr0085386	4880	4698.297	15.457234	641.367
FBtr0085614	355	173.828	10.669475	16.379
FBtr0303924	5093	4911.297	0.064837	2.812
FBtr0303923	5120	4938.297	0.141881	6.188
FBtr0300811	4420	4238.297	17.792971	666.000
FBtr0340626	2866	2684.297	0.028161	0.668
FBtr0340627	2995	2813.297	0.026762	0.665
FBtr0340628	2870	2688.297	0.028115	0.667
FBtr0087784	1976	1794.297	198.265897	3141.787
FBtr0332882	2246	2064.297	0.571781	10.424
FBtr0339391	1899	1717.297	36.514672	553.793
FBtr0084095	7188	7006.297	1.098877	67.994
FBtr0343807	7002	6820.297	0.361230	21.758
FBtr0343805	4551	4369.297	5.849939	225.734
FBtr0343806	4719	4537.297	14.711676	589.513
FBtr0086801	711	529.612	1.684847	7.880
FBtr0344145	6340	6158.297	0.007771	0.423
FBtr0100454	3868	3686.297	0.037596	1.224
FBtr0082255	6557	6375.297	0.016796	0.946
FBtr0082256	4226	4044.297	0.027793	0.993
FBtr0100455	2462	2280.297	0.020610	0.415
FBtr0088783	1907	1725.297	47.450418	723.000
FBtr0301333	1977	1795.297	0.000000	0.000
FBtr0332689	1974	1792.297	0.000000	0.000
FBtr0086107	5316	5134.297	48.849303	2215.000
FBtr0072159	694	512.619	1.546213	7.000
FBtr0076218	2574	2392.297	0.953669	20.149
FBtr0076219	2478	2296.297	50.732956	1028.851
FBtr0113346	1241	1059.297	0.106893	1.000
FBtr0100083	570	388.676	0.000000	0.000
FBtr0079765	644	462.630	0.244755	1.000
FBtr0071734	1182	1000.297	0.113197	1.000
FBtr0071191	1056	874.297	10.989531	84.854
FBtr0345988	1286	1104.297	2.168238	21.146
